age,CH4
88200.5,507.8
88508.8,500.8666666666667
88778.2,494.3
89061.4,493.6666666666667
89322.2,475.8
89581.0,463.3333333333333
90114.1,445.0
90399.7,447.3
90693.5,460.6666666666667
90962.0,436.6
91238.0,432.3
91551.9,447.5
91796.5,447.3333333333333
92063.1,436.9
92346.0,437.3333333333333
92612.2,441.9
92891.5,439.0
93431.3,435.6666666666667
93682.8,442.1
93940.8,434.0
94197.9,453.9
94456.5,436.3333333333333
94701.3,452.6
94963.0,442.0
95235.8,434.9
95487.9,453.0
95758.8,464.2
96020.9,485.6666666666667
96298.1,478.9
96557.1,495.0
96826.2,501.1
97084.7,491.0
97346.1,487.4
97622.2,504.6666666666667
97884.3,506.0
98144.7,511.3333333333333
98393.0,512.0
98665.5,523.6666666666666
98942.1,526.2
99222.5,525.8
99492.0,525.1
99755.3,530.3333333333334
100024.2,529.5
100328.7,547.0
100619.2,537.4
100898.9,547.0
101169.1,538.0
101431.1,542.3333333333334
101690.6,510.9
102022.4,490.8
102244.7,508.9
102542.3,472.3333333333333
102842.9,469.5
103156.6,498.3333333333333
103458.4,515.4
103787.3,559.0
104104.2,573.3
104419.8,581.3333333333334
104723.9,602.0
105034.3,595.8
105364.2,572.0
105699.0,617.6666666666666
105991.7,601.4
106275.6,595.3333333333334
106547.7,590.5
106848.8,483.0
107157.2,444.8
107480.1,460.0
107818.1,464.0
108184.6,474.7
108576.5,485.6
108961.5,507.6666666666667
109310.7,495.1
109648.7,508.6666666666667
109993.2,502.4
110330.0,504.6666666666667
110669.7,491.7
110982.2,496.3333333333333
111309.2,472.7
111649.4,474.3
111985.1,455.5
112310.7,455.0
112633.4,463.55
112952.8,466.6666666666667
113333.5,451.0
113596.1,470.6666666666667
113887.4,470.7
114456.2,473.1
114728.8,473.6
115002.4,472.2
115265.4,501.3333333333333
115536.3,496.0
115812.5,501.0
116072.5,495.1
116338.1,504.3333333333333
116599.2,528.0
116842.3,543.6666666666666
117095.0,533.3
117340.1,546.2
117815.7,548.0
118035.6,544.7
118269.2,578.6666666666666
118509.0,565.4
118743.5,577.6666666666666
118963.0,578.5
119240.1,590.6666666666666
119412.1,566.5
119629.3,571.2
119841.7,566.4
120069.7,575.6666666666666
120273.1,567.8
120496.9,590.6666666666666
120713.4,613.3
120914.7,598.0
121123.1,600.8
121334.1,613.0
121536.2,609.8
121741.9,603.2
121947.3,608.7
122160.6,607.3333333333334
122356.5,608.4
122555.4,599.0
122767.0,606.5
123002.6,606.8333333333333
123181.5,608.3
